id,name,gender,age,traits,status,interest,feature
699,Finn Flores,male,62,"fun-loving,practical,energetic,patient",farmer," Amateur radio ,Solve puzzles ",Watcher;Critic
700,Vincent Armstrong,female,49,"compassionate,caring,optimistic",nurse," Knitting ,Gardening ,Fishing tackle ",Watcher;Poster
701,Harper Dixon,male,63,"fun-loving,caring,energetic,independent",doctor," Remote control vehicles ,Knitting ,Car stereos ",Critic;Chatter;Poster
702,Felix Byrd,male,47,"patient,empathetic",retired," Magnets ,Networking gear ",Explorer
703,Lauren Brown,female,55,"caring,energetic,independent,fun-loving",actor," Video Games ,Cake Pans ,Compasses ",Watcher;Critic;Chatter
704,Grace Bennett,male,46,"fun-loving,caring,practical",entrepreneur," Electronics ,Photography gear ",Watcher;Chatter;Poster
705,Simon Dalton,female,69,"independent,creative,patient",engineer," Keyboards ,Non-fiction ",Watcher
706,Aaron Richardson,female,42,"compassionate,caring,energetic",designer," Bicycles ,Scooters ,Archery sets",Watcher
707,Lauren Duncan,female,37,"energetic,independent,patient,empathetic",lawyer," Textbooks ,Tap handles ,Bicycles ",Watcher;Explorer;Poster
708,Hannah Clay,male,46,"independent,creative,patient,empathetic",designer," Alarm clocks ,Remote controls ,Masks ",Watcher;Critic;Poster
709,Evan Forbes,female,40,"caring,ambitious,optimistic",engineer," Smartwatches ,Rugs ,Blenders ",Explorer;Critic;Chatter
710,Christopher Bell,female,58,"fun-loving,creative,practical,energetic,patient",artist," Action figures ,Smartwatches ,Rubber ducks ",Watcher;Critic
711,Ryan Brock,female,22,"independent,compassionate",retired," Musical instruments ,Ceramic decals ,Stuffed animals ",Watcher;Poster
712,Felix Dawson,male,34,"energetic,independent,patient,empathetic",doctor," Musical instruments ,Snow globes ,Wax ",Chatter;Poster
713,Madison Roberts,female,34,"compassionate,caring,ambitious,optimistic",doctor," Paintbrushes ,Sculpting tools ,Nail art supplies ",Critic
714,Oliver Roberts,male,38,"caring,optimistic",artist," Art supplies ,Pottery wheels ",Critic;Poster
715,Evan Roberts,male,48,"independent,compassionate",scientist," Indoor gardening kits ,Gardening gloves ",Watcher;Critic
716,Jasmine Carroll,male,28,"fun-loving,creative,practical,energetic",farmer," Garden gnomes ,Wind chimes ,Bird feeders ",Poster
717,Robert Smith,male,46,"independent,creative,patient,empathetic",lawyer," Nunchucks ,Mancalas ,Javelins ",Critic
718,Mia Fitzpatrick,male,55,"fun-loving,creative,practical,energetic",actor," Karaoke machines ,Theater tickets ",Chatter
719,Mason Lewis,male,46,"independent,compassionate",lawyer," Brownie pans ,Pasta makers ,Cocktail shakers ",Watcher;Explorer;Chatter
720,Liam Conner,male,62,"fun-loving,practical,compassionate",photographer," Painting ,Kitchen Appliances ",Explorer
721,Finnegan Eaton,female,67,"caring,patient,ambitious,empathetic,energetic",actor," Sewing machines ,Watches ,Non-fiction ",Critic
722,Patrick Berry,male,47,"fun-loving,compassionate,practical,optimistic,energetic",retired," Stitching,Sewing machines ",Poster
723,Wesley Blevins,female,58,"fun-loving,compassionate,creative,practical,patient",writer," digital books ,Vintage books ",Critic;Chatter
724,Taylor Cody,male,34,"fun-loving,compassionate,practical,independent",lawyer," Camping stoves,Tents,Ropes,Maps ",Watcher
725,Blake Bass,male,60,"caring,compassionate,independent",engineer," Kids ,Parrots ",Watcher;Chatter
726,Blake Deleon,female,48,"creative,ambitious,energetic,caring",student," Writing ,Camping stoves,Sewing machines ",Critic;Chatter
727,Fiona Buck,male,46,"fun-loving,creative,practical,patient,energetic",nurse," Biographies,Crafts,Sewing machines,Stickers ",Watcher;Explorer;Poster
728,Addison Turner,male,41,"fun-loving,creative,practical,energetic,patient",doctor," Audio books,Music CDs ",Watcher;Explorer
729,Charlotte Fisher,male,46,"fun-loving,practical,energetic,patient,compassionate",entrepreneur," Watches ,Popcorn poppers ",Watcher;Critic
730,Hudson Fowler,female,48,"caring,compassionate,practical,energetic",lawyer," Hiking boots ,Walkie-talkies ",Watcher;Critic;Poster
731,Avery Cochran,male,27,"fun-loving,creative,practical,independent,energetic",farmer," Gardening tools,Plant seeds,Bird feeders,Watering cans ",Watcher;Chatter
732,Hudson Blair,female,29,"fun-loving,creative,practical,independent,energetic",lawyer," Theatres,Garden supplies,Dog supplies ",Chatter;Poster
733,Xavier Dunn,male,35,"independent,compassionate,creative,patient,ambitious",doctor," Model cars ,Drones ",Explorer
734,Theodore Friedman,male,28,"fun-loving,compassionate,ambitious,optimistic,energetic",lawyer," Hiking boots ,Binoculars ",Watcher
735,Wesley Olson,male,30,"fun-loving,creative,practical,energetic,patient",artist," Oil paint ,Watercolor paint ",Watcher
736,Addison Lawson,female,56,"independent,ambitious,caring",lawyer," Collecting ,Calligraphy ,Playing musical instruments ",Chatter
737,Bennett Fraser,male,70,"independent,compassionate,caring",musician," Guitars ,Bass Guitars ",Watcher;Explorer
738,Ella Charles,male,53,"fun-loving,creative,practical,compassionate",entrepreneur," Candy making ,Ship models ,Mosaics ",Watcher;Critic;Chatter
739,Hunter Bennett,male,31,"fun-loving,creative,practical,independent,energentic",designer," Comic books ,String instruments",Watcher;Chatter
740,Isabella Albert,male,39,"fun-loving,creative,patient,empathetic",teacher,"Jigsaw puzzles,Pottery",Explorer  
741,Daisy Gibson,male,60,"compassionate,caring,ambitious,optimistic",farmer,"Classic rock,Gardening,Woodworking",Critic;Chatter;Poster  
742,Jade Carroll,female,51,"compassionate,caring,ambitious,optimistic",farmer,"Reading,Painting,Cooking",Watcher;Explorer;Poster  
743,Daniel Burns,female,70,"independent,empathetic,patient,practical",student,"Hiking,Meditation,Traveling",Watcher;Chatter  
744,Lucy Simmons,female,63,"compassionate,caring,ambitious,optimistic",photographer,"Blogging,Playing an instrument,Virtual reality",Watcher;Chatter  
745,Abigail Foster,female,50,"caring,compassionate,practical,energetic,patient",entrepreneur,"Scrapbooking,Graphic design,Calligraphy",Poster  
746,Kyle Lewis,male,31,"fun-loving,independent,compassionate,creative",engineer,"Wine tasting,Cooking,Yoga",Poster  
747,Gabriel Coffey,female,60,"caring,compassionate,ambitious,optimistic",musician,"Theater,Playing an instrument,Vintage clothing",Watcher;Critic  
748,Ruby Buck,female,39,"independent,empathetic,patient,practical",photographer,"Dancing,Knitting,Antiquing",Watcher;Critic  
749,Charlotte Gibson,male,39,"fun-loving,compassionate,ambitious,optimistic",entrepreneur,"Home brewing,Podcasting,Stand-up comedy",Watcher  
750,Grayson Bowen,female,29,"fun-loving,creative,compassionate,ambitious,patient",lawyer,"Fashion design,Astrology,Stand-up comedy",Critic  
751,Christopher Chase,female,41,"independent,caring,ambitious",musician,"Fishing,Pottery,Painting",Watcher  
752,Zachary Carroll,male,63,"independent,compassionate,ambitious,patient",engineer,"History,International travel,Beekeeping",Watcher;Poster  
753,Mia Walker,female,26,"fun-loving,creative,practical,energetic,patient",designer,"Fencing,Birdwatching,Playing an instrument",Watcher;Poster  
754,Isla Bell,male,59,"caring,compassionate,ambitious,patient",retired,"Volunteering,Learning a new language,Tai chi",Critic;Poster  
755,Liam Burks,male,43,"independent,caring,ambitious",designer,"Pottery,Disc golf,DIY home improvement",Watcher  
756,Blake Edwards,female,52,"compassionate,creative,practical,patient",farmer,"Hiking,Baking,Soap making",Explorer  
757,Ella Farmer,female,26,"fun-loving,independent,creative,practical,energetic",actor,"Fashion design,Cosplay,Binge-watching TV series",Poster  
758,Georgia Underwood,female,53,"caring,compassionate,practical,energetic,patient",designer,"Playing a musical instrument,Urban exploration,Book clubs",Watcher;Explorer;Poster  
759,Zachary Gray,female,59,"caring,compassionate,practical,energetic,patient",nurse,"Ceramics,Quilting,Photography",Poster
760,Vincent Baldwin,female,63,"caring,patient,practical",student," Scrapbooking ,Cooking ,Outdoor cooking ",Chatter
761,Katherine Anderson,male,49,"compassionate,ambitious,optimistic,independent",doctor," Wireless & Streaming Video ,Pet cameras ,Home theater ,Tools & Home Improvement ",Watcher;Explorer;Poster
762,Julia Berg,female,64,"patient,creative,empathetic,ambitious",engineer," Fitness ,Decor ,Handbags ,Guitars ",Critic
763,Chloe Gibson,male,56,"caring,practical,energetic",lawyer,"Boating & Sailing ,Motor Sports ,Car Care ,Power & Hand Tools ,Computers & Accessories ",Chatter;Poster
764,Willow Davidson,female,44,"compassionate,creative,ambitious",engineer," Tablecloths ,Candles ,Wall Art ,Tennis Gear ",Critic
765,Benjamin Byrd,female,23,"fun-loving,independent",engineer," Automotive ,number plates ,Martial Arts Weapons ,Emergency & Survival Kits ,Frying ",Watcher;Critic;Chatter
766,Lucy Albert,male,30,"ambitious,compassionate,caring,practical",artist," Running ,Painting ,Action figures ,Button ",Watcher;Chatter
767,Avery Clarke,male,44,"creative,practical",teacher," Sports equipment ,Scuba Gear ",Explorer;Poster
768,Daisy Richardson,female,60,"empathetic,energetic,independent,ambitious,compassionate",photographer," Lighting ,Outdoor ,Educational ",Watcher;Explorer;Critic;Poster
769,Ian Buck,male,23,"empathetic,caring",scientist," Inspection camera ,Borescopes ,Kids ,Wigs ",Watcher
770,Daniel Friedman,female,32,"fun-loving,creative,ambitious,practical,energetic",retired," Darts ,Card Games ,Kitchen equipment ,Protective Gear ",Watcher;Explorer;Chatter;Poster
771,Grayson Blair,female,34,"compassionate,caring",writer," Electronics ,Camping stoves ,Kitchen Appliances ",Watcher;Critic;Poster
772,Felix Anderson,male,42,"creative,practical",entrepreneur," Water Filters ,Cat trees & condos ",Watcher;Critic;Chatter
773,Taylor Parker,male,29,"empathetic",designer,"Action Sports ,Photographer ,Outdoor Recreation ",Watcher
774,Abigail Fowler,female,51,"compassionate,practical",photographer,"House Warming ,Decorative Accessories ",Critic;Chatter
775,Caleb Durham,male,45,"fun-loving,independent,energetic",lawyer," Outdoor Lighting ,Baby Monitors ",Watcher;Explorer;Critic;Chatter
776,Gabriel Darling,male,38,"compassionate,practical,fun-loving",lawyer,"Interior accessories ",Watcher;Explorer;Chatter
777,Willow Cochran,female,47,"caring,practical",student," Art ",Poster
778,Amelia Diaz,female,43,"compassionate,creative,energetic,practical,independent",writer," Lighting ,Home Accessories ",Explorer;Critic;Chatter
779,Katherine Donahue,male,36,"ambitious,optimistic,independent,compassionate",artist," Tennis rackets ",Watcher;Explorer
780,Sophia Durham,male,51,"adventurous,compassionate,optimistic",photographer," Photograpy  Cinemas ,Picnic blankets ",Watcher;Explorer
781,Addison Brooks,female,27,"fun-loving,creative,practical,energetic,patient",farmer," Rice cookers ,Pet care ",Poster
782,Sophia Davidson,male,30,"practical,independent,creative,patient",student," Plants ,Rain gear ",Explorer
783,Owen Cody,female,50,"fun-loving,creative,practical,energetic,patient",student," Board games ",Explorer;Poster
784,Isaac Kennedy,female,39,"fun-loving,compassionate,practical,energetic,patient,optimistic",nurse," Coffee accessories ",Watcher;Poster
785,Ruby Barker,male,44,"independent,creative,patient,empathetic",nurse," Skin care ",Watcher;Chatter
786,William Farmer,male,60,"compassionate,caring,ambitious,practical",entrepreneur," Wind instruments ",Watcher;Critic
787,Jonah Cook,female,43,"compassionate,caring,ambitious,practical,energetic",doctor," Camping stoves ,Weightlifting ",Watcher;Chatter
788,Daniel Evans,male,49,"compassionate,caring,ambitious,practical,energetic",teacher," Cooking tools ",Watcher
789,Grayson Johnson,female,55,"adventurous,compassionate,optimistic",student," Binoculars ,Hiking gear ",Chatter
790,William Blair,male,36,"adventurous,independent,creative,patient",entrepreneur," Windsurf boards ,Rock collecting ",Watcher;Explorer
791,Owen Conley,female,40,"compassionate,caring,ambitious,patient",engineer," Food ,Home decor ,Beauty ",Explorer;Chatter
792,Chloe Kennedy,female,47,"independent,creative,patient,empathetic",farmer," Bicycles ,Non-fiction books ",Watcher;Explorer;Critic;Chatter
793,Eleanor Cook,female,39,"fun-loving,compassionate,optimistic",musician," Guitars ",Watcher;Explorer;Poster
794,George Gibson,male,33,"compassionate,caring,ambitious,practical,energetic",entrepreneur," Motorcycling ,Air filters ",Watcher
795,Eleanor Chase,female,44,"fun-loving,compassionate,practical,energetic,patient,optimistic",scientist," Sports memorabilia ",Watcher
796,Taylor Armstrong,female,57,"compassionate,caring,ambitious,practical",retired," Microphones ",Watcher;Critic;Chatter
797,Ryan Donahue,male,56,"compassionate,caring,ambitious,practical,energetic",engineer," Soap making cola-bottles ",Watcher;Poster
798,Chloe Alexander,male,25,"fun-loving,compassionate,optimistic",artist," Canvas ,Graffiti magazines ",Watcher;Explorer;Critic;Chatter
799,Georgia Carroll,female,41,"adventurous,compassionate,practical,energetic",artist," Cross-stitch sampler ",Explorer;Chatter
800,Lucas Coffey,female,61,"expressive,practical,hardworking,ambitious,compassionate",doctor," Hiking boots ,Indoor plants ",Explorer;Poster
801,Raymond Cox,female,48,"energetic",artist," Yoga mats ",Chatter
802,Kaitlyn Armstrong,female,33,"fun-loving,creative,independent,practical,energetic",nurse," Cooking utensils ,Backpacking gear ",Explorer;Chatter
803,Lauren Watson,female,38,"ambitious,optimistic",doctor," Gardening tools ,Exercise equipment ,Tablet computers ,Camping Lanterns",Critic
804,Daniel Darling,female,43,"empathetic,patient,practical,ambitious",entrepreneur," Coffee makers ,Board games ",Watcher
805,Sadie Ewing,male,22,"empathetic,ambitious,patient,creative,independent",writer," Fishing rods ,Video games ",Watcher;Chatter
806,Nora Simmons,female,61,"fun-loving,optimistic,energetic,caring",actor," Video games ",Watcher
807,Lauren Dixon,female,44,"independent,optimistic,compassionate",artist," Paint brushes ,Musical Instruments ",Chatter
808,Lily Blanks,male,41,"creative,independent,practical,ambitious",writer," Musical Instruments ,Backpacking gear ",Watcher;Critic
809,Noah Duncan,female,50,"compassionate,creative,independent,ambitious",engineer," Cooking utensils ,Musical Instruments ",Critic;Chatter
810,Vincent Buck,male,29,"ambitious,optimistic,energetic,empathetic",entrepreneur," Outdoor apparel ,Compact cameras ",Watcher;Explorer
811,Robert Simmons,male,60,"independent,patient,compassionate",photographer," Hiking boots ,Musical Instruments ,Gardening tools ",Explorer;Critic;Poster
812,Jonah Bernard,male,58,"empathetic,caring,ambitious,patient",engineer," Outdoor power equipment ,Home Gym Equipment ",Watcher;Chatter
813,Ryan Donaldson,female,54,"creative,energetic",retired," Fishing rods ,Running shoes ",Explorer;Poster
814,Ava Forbes,male,50,"patient,compassionate,ambitious",photographer," Camping cookware ,Musical Instruments ",Watcher
815,Kevin Burks,male,29,"independent,creative,practical,hardworking,energetic",designer," Video games ,Camping stoves ",Explorer;Critic
816,Natalie Watson,male,50,"compassionate,ambitious,caring,energetic,independent",scientist," Power generators ,Compasses ,Camping stoves ,Running shoes ",Watcher;Poster
817,Willow Powell,male,60,"patient,compassionate",teacher," Kids ",Critic;Poster
818,Taylor Barber,female,62,"independent,energetic,optimistic,caring",lawyer," Musical Instruments ,Coffee makers ,Indoor plants ",Watcher
819,Faith Ewing,male,43,"empathetic,caring,ambitious",student," Fishing rods ,Camping stoves ",Watcher;Critic
820,Hannah Coffey,male,50,"communicative,practical,patient,energetic",writer," craft beers ,Electric razors ",Watcher
821,Emily Durham,male,32,"communicative,fun-loving,creative,optimistic,patient",writer," Headphones ,Yoga mats ",Chatter
822,Grace English,female,34,"independent,caring",writer," Shoes ",Watcher
823,Raymond Carlson,female,26,"creative,compassionate,ambitious,practical",lawyer," Outdoor decor ,Meditation cushions ",Explorer;Critic
824,Patrick Cox,male,51,"compassionate,independent,ambitious",entrepreneur," Cosmetics ",Explorer
825,Jonah Fraser,female,34,"communicative,practical,patient,empathetic",photographer," Hiking pants ,Fitness trackers ,Headphones ",Watcher;Explorer
826,Hunter Fraser,male,62,"caring,ambitious",nurse," Beeswax candles ",Watcher;Poster
827,Theodore Davidson,female,49,"fun-loving,compassionate,caring,ambitious,communicative",engineer," Baby gear ,Movie posters ",Explorer;Critic;Chatter;Poster
828,Zachary Blanks,female,28,"fun-loving,creative,compassionate,ambitious,practical",musician," Fitness watches ",Watcher
829,Kyle Eaton,male,44,"energetic,creative,caring,optimistic,practical,patient,empathetic",engineer," Camping food ,Sunglasses ",Watcher;Explorer;Chatter
830,Taylor Lawson,male,47,"creative,practical,patient,empathetic",artist," Cuff links ,Barbecues ",Watcher;Critic
831,Sadie Bowen,male,25,"fun-loving,creative,optimistic,patient",farmer," Kids ,Photography ,Gardening gloves ",Watcher;Critic;Poster
832,Blake Ewing,male,33,"compassionate,caring,ambitious,optimistic",artist," Earrings ,Watercolors ",Critic;Poster
833,Gavin Lee,male,57,"creative,practical,patient,empathetic",musician," Fishing gear ,Musical instruments ",Watcher;Poster
834,Blake Roberts,female,53,"independent,compassionate,caring,optimistic",teacher," Vinyl records ,Bird feeders ",Watcher;Critic;Chatter
835,Blake Clarke,female,61,"communicative,compassionate,caring,ambitious,practical,patient",actor," Designer handbags ,Contemporary artwork ",Watcher;Explorer;Critic
836,Bennett Clay,female,49,"fun-loving,ambitious,practical",teacher," Landscaping tools ,Garden hoes ",Watcher;Explorer;Poster
837,Kevin Conley,male,56,"compassionate,caring,ambitious,optimistic",photographer," BBQ tools ,Beach umbrellas ",Explorer;Critic
838,Finnegan Davidson,male,55,"communicative,compassionate,caring,practical",designer," Industrial machinery ,Model cars ",Explorer;Chatter
839,Wesley Kennedy,female,40,"fun-loving,creative,compassionate,practical,patient",student," Stationery ,Educational books ",Watcher;Chatter
840,Vincent English,female,69,"fun-loving,creative,practical,energetic,patient",student," Cycling ,Sketching ",Watcher
841,Lucy Bernard,female,45,"compassionate,caring,ambitious,optimistic",nurse," Cooking ranges ,Makeup ,Camping stoves",Watcher
842,Jasmine Charles,female,58,"independent,compassionate",actor," Tennis ,Water sports ,Poster making",Explorer;Poster
843,Rachel Cook,male,38,"fun-loving,creative,practical,energetic,patient",artist," Music players ,Photography ,Poster making",Watcher;Explorer;Critic;Poster
844,George Buck,female,36,"compassionate,caring,ambitious,optimistic",musician," Headphones ,Strings ,Poster making",Watcher;Critic
845,David Byrd,female,61,"independent,compassionate",retired," Garden sheds ,Tile saws ,Poster making",Explorer;Critic
846,Grayson Roberts,female,28,"fun-loving,creative,practical,energetic,patient",engineer," Keyboards ,Non-fiction ,Poster making",Critic;Poster
847,Ella Ewing,male,45,"compassionate,caring,ambitious,optimistic",lawyer," Storage ,Wrenches ,Poster making",Explorer;Poster
848,Taylor Lewis,female,31,"independent,compassionate",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Watcher;Explorer;Critic
849,Tyler Bernard,female,35,"independent,compassionate",nurse," Cooking ,Car accessories ,Poster making",Watcher;Poster
850,Michael Smith,female,66,"independent,compassionate",engineer," Keyboards ,Non-fiction ,Poster making",Chatter;Poster
851,Zoe Underwood,female,41,"compassionate,caring,ambitious,optimistic",student," Music players ,Photography ,Poster making",Watcher;Explorer;Critic;Poster
852,Abigail Brock,male,35,"independent,compassionate",entrepreneur," Dressers ,Vacuums ,Poster making",Watcher;Poster
853,Patrick Forbes,male,42,"independent,compassionate",actor," Scented candles ,Clocks ,Poster making",Watcher;Explorer;Critic;Chatter;Poster
854,Owen Watson,female,40,"compassionate,caring,ambitious,optimistic",teacher," Kitchen Utensils ,Power drills ,Poster making",Watcher;Poster
855,Thomas Coleman,male,68,"independent,creative,patient,empathetic",retired," Wall decor ,Grills ,Poster making",Watcher;Chatter
856,Faith Watson,male,23,"independent,compassionate",actor," Aquascaping ,Music ,Poster making",Watcher;Critic
857,William Underwood,female,68,"independent,compassionate",retired," Garden sheds ,Tile saws ,Poster making",Watcher
858,Andrew Bass,male,41,"independent,compassionate",doctor," Radios ,Tool Belts ,Poster making",Watcher;Critic;Poster
859,Felix Simmons,female,62,"independent,compassionate",engineer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Critic
860,Owen Conner,male,37,"intelligent,hardworking,organized,patient,adventurous",lawyer," Boating ,Collecting antiques ,Exploring caves ",Watcher;Explorer;Poster
861,Georgia Johnson,female,63,"creative,practical,patient",actor," DIY projects ,Playing musical instruments ,Beekeeping ",Watcher
862,Daniel Carey,female,35,"intelligent,ambitious,compassionate,energetic",doctor," Hiking ,Calligraphy ,Virtual reality ",Explorer;Poster
863,Blake Underwood,male,51,"fun-loving,creative,practical,patient",lawyer," Fishing ,Billiards ,Robotics ",Watcher;Critic
864,David Morgan,male,35,"intelligent,creative,ambitious,patient",musician," Brewing beer ,Baking ,Stone skipping ",Explorer
865,Finnegan Blair,female,43,"independent,compassionate",artist," Yoga ,Needlepoint ,Swimming ",Watcher;Critic
866,Georgia Forbes,female,51,"fun-loving,ambitious,compassionate,talkative",doctor," Traveling ,Jewelry making ",Watcher;Chatter
867,Elijah Foster,male,70,"compassionate,ambitious,optimistic",writer," Writing poetry ,Rock climbing ",Explorer;Critic
868,Jade Fitzpatrick,male,36,"intelligent,ambitious,adventurous,patient",photographer," Meditation ,Gaming ,Bird watching ",Explorer
869,Caleb Morgan,male,56,"independent,adventurous,patient",entrepreneur," Woodworking ,Geocaching ,Scrapbooking ",Critic;Poster
870,Mia Dalton,male,40,"creative,practical,adventurous,patient",photographer," Genealogy ,Pottery ,Painting ",Watcher;Explorer;Critic
871,Harper Flores,male,34,"intelligent,creative,talkative,patient,adventurous",lawyer," Skateboarding ,Stand-up comedy ",Explorer;Chatter;Poster
872,Aaron Grant,male,70,"independent,ambitious,optimistic",writer," Learning guitar ,Tai chi ",Critic
873,Delilah Forbes,female,56,"creative,ambitious,compassionate,talkative",actor," Acting ,Ballroom dancing ,Photography ",Explorer;Critic;Chatter;Poster
874,Brooklyn Evans,female,34,"independent,creative,practical,adventurous,patient",musician," Homebrewing ,Archery ,Wood carving ",Watcher;Critic
875,Grace Carey,female,37,"intelligent,hardworking,organized,adventurous,patient",doctor," Origami ,Gardening ,Tai chi ",Watcher;Explorer
876,David Burks,female,48,"independent,creative,practical,energetic,patient",artist," Knitting ,Blacksmithing ,Bird watching ",Watcher;Explorer;Poster
877,Sarah Gray,female,43,"caring",lawyer," Horseback riding ,Skydiving ",Poster
878,Ian Morgan,female,64,"intelligent,energetic,adventurous,patient",entrepreneur," Astronomy ,Skydiving ",Watcher;Explorer
879,Georgia Dixon,female,43,"independent,adventurous,patient",teacher," Parkour ,Scuba diving ",Watcher;Explorer
880,Kevin Blair,female,31,"fun-loving,ambitious,practical,empathetic",designer," Pottery ,Cooking ,Pets ",Explorer;Poster
881,Julia Lewis,female,21,"independent,patient,compassionate,practical,energetic",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Watcher;Explorer;Critic;Poster
882,Jack Burns,female,31,"ambitious,independent,energetic",farmer," Bird watching ,Baking ",Watcher;Poster
883,Hazel Burns,female,51,"caring,patient,creative,empathetic",student," Computers,Drawing,Origami ",Poster
884,Liam Garcia,female,55,"independent,patient,empathetic,creative,ambitious",lawyer," Hiking,Woodworking,Brewing beer ",Watcher;Critic
885,Jacob Berg,female,34,"fun-loving,practical,energetic,patient",designer," Calligraphy,Gardening ,Volunteering ",Watcher;Explorer;Chatter;Poster
886,Henry Baldwin,male,68,"adventurous,practical,compassionate,fun-loving",lawyer," Playing musical instruments ,Arts and crafts ",Chatter
887,Emma Berg,male,36,"independent,patient,ambitious,energetic",lawyer," Photography,Jewelry making ",Watcher;Critic;Poster
888,Madison Clarke,male,37,"adventurous,energetic,fun-loving",doctor," Fishing ,Biking ,Metalworking ",Chatter
889,Eleanor Bauer,female,28,"compassionate,caring,ambitious,optimistic",farmer," Gardening ,Quilting ,Rock climbing ",Critic;Chatter
890,Addison Gibson,female,24,"independent,creative,patient,ambitious,empathetic",writer," Scrapbooking,Knitting ,Jewelry making ",Watcher;Poster
891,George Lawson,female,47,"independent,patient,ambitious,energetic",photographer," Pottery ,Genealogy ,Beekeeping ",Watcher
892,Julia Blevins,male,53,"adventurous,practical,compassionate,fun-loving",designer," Beekeeping ,Stand-up comedy ",Watcher;Explorer;Poster
893,Matthew Lewis,female,37,"independent,patient,compassionate,energetic,fun-loving",student," Candle making,Card games ,Upcycling ",Watcher;Explorer
894,Lucas Burks,male,46,"adventurous,independent,compassionate",writer," Astronomy ,Home repair ,Collecting ",Watcher;Critic;Poster
895,Emily Cook,female,48,"practical,energetic,compassionate,ambitious,patient",entrepreneur," Graphic design,Blogging ,Scuba diving ",Watcher;Explorer;Critic
896,Christopher Duncan,male,56,"fun-loving",nurse," Meditation ,Pottery ,Stand-up comedy ",Watcher
897,Daniel Albert,male,50,"independent,patient,energetic,compassionate",designer," Metalworking ,Soap making ,Salsa dancing ",Watcher;Chatter;Poster
898,Eleanor Alexander,female,45,"caring,ambitious,compassionate,independent,patient",doctor," Parkour ,upcycling ,Robotics ",Critic;Poster
899,Michael Blevins,male,44,"practical,energetic,fun-loving",doctor," Yoga,Calligraphy,Volunteering ",Explorer;Poster
900,Georgia Foster,female,33,"fun-loving,creative,practical,energetic,patient",actor," Watches ,Grills ",Watcher
901,Xavier Bernard,female,39,"compassionate,caring,ambitious,optimistic",entrepreneur," Cookbooks ,Binoculars ",Critic;Chatter;Poster
902,Lucy Alexander,male,64,"independent,creative,patient,empathetic",writer," Makeup ,Hiking gear ",Watcher;Chatter
903,Raymond Grant,female,59,"caring,determined,sensible",designer," Speakers ",Chatter;Poster
904,Lucas Brock,female,29,"fun-loving,creative,practical",designer," Watches ",Chatter
905,Timothy Cochran,male,51,"compassionate,caring,ambitious,optimistic",designer," Lighting ,Fishing gear ",Chatter
906,Emily Johnson,female,31,"fun-loving,creative,practical,energetic,patient",designer," Furniture ,Binoculars ",Watcher;Critic;Poster
907,Matthew Blanks,male,44,"independent,compassionate",actor," Laptops ,Picnic baskets ",Critic;Chatter
908,Xavier Lawson,female,39,"compassionate,caring,ambitious,optimistic",farmer," Cameras ",Poster
909,Tyler Allen,male,56,"independent,compassionate",scientist," Tea ,Bookshelves ",Critic;Poster
910,Isabella Farmer,female,36,"fun-loving,creative,practical",nurse," Puzzles ",Critic
911,Ryan Friedman,female,58,"fun-loving,creative,practical,energetic,patient",designer," Blankets ,Movies ",Watcher;Chatter
912,Hannah Grant,male,67,"compassionate,caring,ambitious,optimistic",artist," Sculptures ,Painting ",Watcher;Critic
913,Oliver Grant,female,26,"independent,patient,empathetic",doctor," Tablets ",Watcher;Critic
914,Nora Clay,male,58,"independent,compassionate,patient,empathetic",lawyer," Cigars ",Watcher;Chatter;Poster
915,Isla Blair,male,42,"fun-loving,compassionate,determined",retired," Golf clubs ,Headphones ",Explorer;Critic;Chatter;Poster
916,Emma Dixon,male,36,"compassionate,caring",actor," Tablets ,Bicycles ",Watcher;Critic;Chatter;Poster
917,Vincent Dalton,male,56,"independent,compassionate,caring,ambitious",designer," Telescopes ",Watcher;Critic
918,Daisy Flores,male,61,"compassionate,caring,ambitious",actor," Musicals ",Watcher;Poster
919,Bennett Deleon,male,25,"fun-loving,creative,practical,patient,empathetic",entrepreneur," Video games ,Musical instruments ",Watcher;Critic;Poster
920,Lucas Coleman,female,53,"caring,compassionate,independent,energetic,patient",musician," guitars,sheet music",Watcher;Chatter;Poster
921,Piper Parker,female,37,"independent,patient,compassionate,fun-loving,energetic",doctor," hiking,cooking",Watcher;Explorer;Chatter
922,Bennett Eaton,female,28,"creative,practical,persistent,problem-solving",lawyer," podcasts,online shopping",Poster
923,Elizabeth Fisher,male,61,"ambitious,optimistic,patient,compassionate",writer," fiction books,fountain pens",Watcher;Critic;Chatter;Poster
924,Simon Anderson,female,54,"fun-loving,compassionate,caring,energetic,independent",designer," photography,baking",Watcher;Critic;Poster
925,Avery Ewing,male,63,"patient,practical,ambitious,optimistic",doctor," golfing,stamp collecting",Watcher;Chatter
926,Jack Walker,male,61,"compassionate,kind,patient,fun-loving,adventurous",teacher," woodworking,gardening",Watcher;Explorer
927,Harper Parker,female,38,"fun-loving,independent,compassionate,energetic,patient",actor," painting,meditation",Watcher;Poster
928,Avery Cook,male,57,"independent,practical,ambitious,persistent",teacher," Sudoku,knitting",Chatter
