id,name,gender,age,traits,status,interest,feature
7312,Lucas Bauer,female,48,"empathetic,adventurous,practical,energetic",writer,"Photography,Fishing",Explorer;Critic;Chatter
7313,Luke Anderson,male,44,"fun-loving,compassionate,sociable,adventurous",retired,"Dancing,Woodworking",Explorer;Chatter
7314,Matthew Brady,female,48,"compassionate,caring,ambitious,optimistic",doctor,"Cycling,Gardening",Watcher;Chatter
7315,Timothy Ferguson,male,57,"empathetic,ambitious",actor,"Acting,Cooking",Critic;Poster
7316,Xavier Blanks,female,38,"fun-loving,supportive,practical",student,"Tennis,Painting",Watcher;Chatter
7317,Rachel Collins,female,30,"compassionate,practical,energetic",musician,"Yoga,Singing",Watcher;Chatter;Poster
7318,Felix Bell,female,53,"independent,creative,patient,empathetic",teacher,"Hiking,Philately",Watcher;Poster
7319,William Dalton,female,35,"compassionate,caring,ambitious,optimistic",designer,"Jewelry making,Interior decoration",Watcher;Critic;Chatter;Poster
7320,Christopher Johnson,male,38,"creative,patient",artist,"Painting,Sculpture",Explorer;Critic
7321,Amelia Eaton,female,31,"fun-loving,creative,practical,empathetic",engineer,"Coding,Robotics",Watcher
7322,Isaac Durham,male,68,"compassionate,caring,empathetic,practical",teacher,"Educational Technology,Classroom Decor",Critic;Poster
7323,Owen Lee,female,63,"caring,ambitious,optimistic",photographer,"Lenses,Tripods,Reflectors",Watcher;Critic;Poster
7324,Liam Boyd,female,31,"compassionate,caring,empathetic",retired,"Reading,Gardening",Critic
7325,Daisy Coleman,male,30,"independent,ambitious,practical,empathetic",lawyer,"Legal thrillers,Legal dramas,True crime",Critic;Chatter;Poster
7326,Emily Simmons,female,54,"fun-loving,caring,practical,patient,optimistic",engineer,"Woodworking,Electronics",Explorer
7327,Ella Collins,male,27,"independent,creative,patient,optimistic",writer,"Poetry,Fiction",Explorer;Critic;Chatter;Poster
7328,Hudson Clarke,female,59,"patient,caring,ambitious,innovative",student,"Art,Music",Watcher;Poster
7329,Isla Harris,male,60,"fun-loving,caring,empathetic,optimistic",doctor,"Medical dramas,Medical documentaries",Watcher;Critic;Poster
7330,George Donaldson,female,45,"independent,compassionate,fun-loving,optimistic",lawyer,"Legal thrillers,Legal dramas,True crime",Chatter;Poster
7331,Benjamin Carroll,male,38,"creative,practical,energetic",artist,"Sculpting,Pottery",Critic;Chatter;Poster
7332,Simon Farmer,male,36,"independent,patient,empathetic",designer,"Furniture design,Interior design",Watcher;Poster
7333,Raymond Evans,male,50,"good at recommendations, popular, enthusiastic, humorous, and good at live streaming",network anchor,"technology, science, and gadgets",Watcher;Chatter;Poster
7334,Simon Fraser,male,52,"compassionate,caring,ambitious,patient,empathetic",retired,"Cooking,Baking",Critic;Chatter
7335,Robert Campbell,female,54,"fun-loving,independent,compassionate,caring,ambitious",artist,"Watercolor,Oil painting",Watcher;Critic
7336,Henry Alexander,female,56,"caring,compassionate,ambitious,patient",student,"Learning new languages,Yoga",Explorer;Chatter
7337,Natalie Harris,female,39,"creative,fun-loving,ambitious,practical,energetic",lawyer,"Photography,Travel",Watcher;Explorer
7338,Vincent Brock,male,62,"compassionate,caring,ambitious,patient,empathetic",retired,"Golf,Gardening",Critic
7339,Daisy Dean,female,25,"independent,creative,practical,patient,optimistic",doctor,"Cooking,Hiking",Explorer;Critic
7340,Ian Donahue,male,32,"fun-loving,creative,practical,energetic,patient",writer," Electronics ,Camping stoves ",Explorer;Chatter
7341,Charlotte Dixon,female,46,"compassionate,caring,ambitious,optimistic",scientist," Baking ,Hiking ",Watcher;Explorer
7342,Emma Harris,female,70,"independent,compassionate",lawyer," Chess ,Gardening ,Clothing ,Vacuum cleaner",Critic;Poster
7343,Zachary Coleman,female,57,"compassionate,caring,ambitious,optimistic",retired," Outdoor ,Seat covers ,Kitchen Appliances ",Watcher;Critic;Poster
7344,Piper Collins,female,56,"compassionate,caring,ambitious,optimistic",designer," Kids ,Swimming ",Watcher;Explorer
7345,Daniel Cody,male,44,"fun-loving,creative,practical,energetic,patient",retired," Video games ",Explorer
7346,Faith Grant,female,25,"fun-loving,creative,practical,energetic,patient",musician," Guitar ,Collecting records ",Watcher;Explorer;Poster
7347,Patrick Walker,male,51,"independent,compassionate",scientist," Hiking ",Watcher
7348,Charlotte Lawson,male,64,"caring,compassionate,optimistic",writer," Photography ",Watcher;Poster
7349,Aaron Gray,male,34,"independent,practical,ambitious,optimistic,patient",farmer," Gardening ",Critic;Poster
7350,Benjamin Underwood,female,34,"caring,compassionate,optimistic",writer," Reading ,Blogging ",Watcher
7351,Robert Cooper,female,55,"independent,practical,energetic,patient",writer," Yoga ,Baking",Critic
7352,Finnegan Berg,male,42,"fun-loving,creative,practical,energetic,patient",student," Arts and crafts ,Model building ",Critic;Chatter
7353,Mia Bennett,male,67,"compassionate,optimistic",teacher," Cooking ,Fishing ",Watcher;Critic;Poster
7354,Luke Garcia,male,60,"independent,compassionate",photographer," Photography ,Fishing ",Poster
7355,Bennett Bennett,female,51,"caring,compassionate,ambitious,optimistic",student," Swimming ,Traveling ",Watcher;Explorer;Critic
7356,Victoria Charles,female,57,"fun-loving,creative,independent,practical",artist," Painting ,Sculpting ",Chatter;Poster
7357,Zachary Davidson,female,37,"fun-loving,creative,practical,energetic,patient",lawyer," Biking,Cooking ",Explorer
7358,Thomas English,male,59,"independent,compassionate,caring,optimistic",teacher," Reading ,Fishing ",Watcher
7359,Gabriel Blanks,female,43,"independent,compassionate,caring,ambitious",entrepreneur," Running ,Yoga ",Watcher
7360,Jacob Carlson,female,61,"independent,compassionate,patient,imaginative",farmer," Gardening tools ,Fishing gear ,Camping stoves ",Watcher
7361,Ryan Coleman,female,45,"fun-loving,adventurous,practical",lawyer," Handbags,Video game consoles ,Watches ,Sports equipment ,Jackets ",Watcher
7362,Matthew Evans,male,41,"compassionate,caring,ambitious,patient",actor," Books ,Musical instruments ,Photography equipment ,Watches ,Jackets ",Watcher;Critic
7363,Isaac Eaton,male,65,"fun-loving,adventurous,practical",actor," Jewelry ,Watches ,Golf clubs ,Gardening tools ,Fishing gear ",Critic
7364,Grace Brock,female,40,"fun-loving,imaginative,energetic,empathetic",actor," Computer programming ,Musical instruments ,Photography equipment ,Watches ,Jackets ",Explorer;Chatter
7365,Nora Alexander,male,41,"compassionate,caring,ambitious,optimistic",farmer," Sports equipment ,Gardening tools ",Poster
7366,Mia Cody,female,43,"creative,practical,energetic,patient",farmer," Gardening tools ,Fishing gear ,Camping stoves ",Critic
7367,Amelia Watson,female,31,"compassionate,caring,ambitious,optimistic",photographer," Communication,Outdoor,Seat covers,Kitchen Appliances ",Poster
7368,Fiona Campbell,female,49,"compassionate,caring,ambitious,optimistic",retired," Women’s bags,Watches,Jewelry,Hats,Blouses ",Critic;Chatter
7369,Grayson Morgan,female,50,"fun-loving,independent,patient",artist," Science fiction,Astronomy,Collecting artwork,Painting,Sketching ",Explorer;Chatter;Poster
7370,Zachary Barber,male,58,"compassionate,caring,ambitious,optimistic",lawyer," Watches,Books,Golf clubs,Gardening tools,Fishing gear ",Critic;Poster
7371,Jasmine Conner,male,55,"fun-loving,creative,practical",actor," Outdoor activities,Collecting antiques,Wine tasting,Photography ",Explorer
7372,Hudson Charles,male,59,"independent,compassionate,patient",farmer," Gardening tools,Fishing gear,Camping stoves ",Watcher;Critic
7373,Grace Buck,female,53,"fun-loving,imaginative,energetic,empathetic",doctor," Gardening tools,Fishing gear,Camping stoves ",Watcher;Explorer;Poster
7374,Rachel Mitchell,male,39,"independent,compassionate,patient,adventurous",teacher," Watches,Sports equipment,Jackets ",Watcher;Critic;Poster
7375,Vincent Diaz,male,57,"adventurous,practical,optimistic,patient",photographer," Photography equipment,Watches,Jackets ",Explorer;Critic;Chatter;Poster
7376,Simon Grant,male,51,"fun-loving,adventurous,imaginative,creative",designer," Watches,Jackets,Sports equipment ",Poster
7377,Sadie Byrd,male,39,"adventurous,practical,optimistic,independent",designer," Watches,Sports equipment,Jackets ",Critic
7378,Simon Byrd,female,51,"independent,compassionate,patient",photographer," Photography equipment,Watches,Jackets ",Watcher;Chatter
7379,William Collins,male,40,"adventurous,practical,optimistic,independent",writer," Watches,Sports equipment,Jackets ",Poster
7380,Patrick Deleon,male,39,"fun-loving,creative,practical,energetic,patient",teacher," Camping chairs ,Climbing ropes ",Watcher
7381,Avery Lee,male,37,"fun-loving,compassionate,practical,energetic,patient",scientist," Communication ,Outdoor ,Indoor hobbies ",Critic
7382,Jade Fraser,female,60,"caring,ambitious,optimistic",actor," Skates ,Skateboards ,Group games ",Watcher;Critic;Poster
7383,Caleb Cody,male,56,"compassionate,caring,ambitious,optimistic",retired," Bicycles ,Fishing ,Hiking boots ",Watcher;Chatter;Poster
7384,Isabella Ewing,male,22,"independent,creative,compassionate",farmer," Sports",Watcher;Explorer;Critic
7385,Kyle Bauer,male,47,"fun-loving,creative,patient,empathetic",musician," Musical instrument accessories ,Sheet music ",Explorer
7386,Nora Allen,female,29,"compassionate,caring,patient,empathetic",teacher," Board games ,Outdoor ",Explorer;Critic;Poster
7387,Jonah Byrd,male,36,"fun-loving,compassionate,energetic,patient",nurse," Pedometers ,Comfortable shoes ,Personal care ",Critic;Chatter
7388,Amelia Cox,male,46,"independent,compassionate,ambitious,optimistic",lawyer," Headlights",Watcher;Explorer
7389,Luke Fowler,female,39,"compassionate,caring,ambitious,optimistic",actor," Outdoor activities ",Watcher;Critic;Poster
7390,Gabriel Lewis,female,33,"fun-loving,creative,practical,energetic,patient",student," Communication ,Fitness ",Critic
7391,Zoe Adams,male,30,"compassionate,caring,energetic,patient",retired," Gardening gloves ,Garden tools ",Explorer;Poster
7392,Sarah Collins,male,39,"caring,ambitious,optimistic",photographer," Communication ",Critic;Poster
7393,Rachel Adams,female,60,"caring",student," Musical instruments ",Poster
7394,Julia Watson,female,48,"fun-loving,independent,compassionate,ambitious,optimistic",lawyer," Communication ,Outdoor ,Kitchen appliances",Watcher;Explorer;Critic;Chatter
7395,Timothy Coleman,male,33,"independent,creative,compassionate,energetic,patient",writer," Non-fiction ,Educational games ",Explorer;Chatter
7396,Olivia Carlson,male,48,"fun-loving,compassionate,ambitious,optimistic",scientist," Telescopes ,Binoculars ,Compasses ",Watcher;Chatter;Poster
7397,Robert Fisher,female,36,"caring,practical,patient,empathetic",musician," Musical instrument accessories ",Watcher;Chatter
7398,Delilah Brown,female,30,"compassionate,caring,ambitious,optimistic",doctor," Camping lanterns",Explorer;Poster
7399,Gabriel Bowen,female,36,"fun-loving,creative,compassionate,energetic,patient",artist," Drawing pencils ,Paintbrushes ,Canvases ",Explorer;Poster
7400,Madison Ferguson,male,36,"practical,ambitious,empathetic,energetic,patient",doctor," reading ,puzzles ",Watcher;Chatter;Poster
7401,Ryan Ferguson,male,28,"fun-loving,ambitious,compassionate,energetic,patient",student," Video games ,Rafting ",Watcher;Chatter
7402,Mia Smith,female,68,"compassionate,caring,ambitious,optimistic",scientist," Gardening ,Camping equipment ",Watcher;Chatter
7403,Brooklyn Roberts,female,52,"fun-loving,compassionate",student," Rock climbing ,Candles ",Watcher;Explorer;Chatter
7404,Raymond Burns,female,55,"caring,compassionate",designer," Jewelry ,Skateboards ",Explorer
7405,Kevin English,male,20,"fun-loving,energetic,patient,optimistic,ambitious",actor," Photography Equipment ,Drums ",Watcher;Poster
7406,Jade Berry,female,27,"fun-loving,energetic,creative,optimistic",writer," Computers ,Yoga mats ",Poster
7407,Finn Armstrong,male,40,"practical,independent,patient",farmer," Fishing gear ,Shovels ",Watcher
7408,Jade Ewing,male,40,"practical,independent,patient",doctor," Outdoor gear ",Poster
7409,Xavier Chase,male,47,"caring,compassionate,patient,empathetic,energetic",retired," Camping gear",Critic;Poster
7410,Noah Simmons,female,68,"compassionate,caring,ambitious,patient,practical",artist," Paints ,Sketchbooks ",Watcher
7411,Henry Smith,female,39,"fun-loving,ambitious,compassionate,energetic,patient",musician," Guitars ,Sheet music ",Watcher;Explorer;Poster
7412,Zachary Dalton,male,55,"caring,compassionate",musician," Vinyl records ,Music equipment ",Poster
7413,Faith Flores,female,48,"compassionate,caring,ambitious",designer," Sewing machines  ,Fashion magazines",Watcher
7414,Charlotte Brown,male,30,"fun-loving,patient,compassionate,caring",musician," Vinyl records ,Concert tickets ",Watcher
7415,Evan Bell,male,48,"independent,compassionate,patient",farmer," Power tools ,Seedlings ",Critic;Poster
7416,Natalie Gray,female,47,"ambitious,energetic,empathetic,practical",doctor," Cycling equipment ,Yoga mats ",Chatter;Poster
7417,Isla Johnson,male,27,"ambitious,energetic,practical,independent",teacher," Books ,Art supplies ",Critic;Chatter
7418,Liam Davidson,female,49,"fun-loving,creative,patient,practical",nurse," First aid supplies ,Self-care books",Watcher;Explorer
7419,Rachel Cook,male,54,"caring",writer," Typewriters ,Fountain pens ",Watcher;Critic;Chatter;Poster
7420,Finnegan Clay,male,26,"fun-loving,creative,practical,energetic,patient",writer," diy ,Outdoor ",Watcher;Chatter
7421,Vincent Grant,male,54,"compassionate,caring,ambitious,optimistic",farmer," Kids ",Chatter
7422,Blake Garcia,male,63,"creative,patient,empathetic,practical",entrepreneur," Keyboards ,Non-fiction ",Watcher
7423,George Adams,male,41,"adventurous,creative,logical,patient",teacher," Water filters ,Flowers ,Camping stoves ",Explorer;Critic
7424,Chloe Bass,female,39,"caring,practical,energetic,compassionate,empathetic",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Poster
7425,Evan Cody,male,27,"adventurous,creative,ambitious,optimistic",teacher," Tennis rackets ,Gardening tools ",Watcher;Explorer
7426,Georgia Bauer,male,30,"independent,compassionate,fun-loving,creative",retired," Music ",Watcher;Critic;Poster
7427,Jonah Harris,female,55,"creative,caring,compassionate,patient",musician," Fishing rod ,Golf clubs ",Watcher;Poster
7428,Owen Gibson,female,45,"compassionate,adventurous,energetic,ambitious",designer," Gardening tools ,Travel guides ",Critic;Chatter
7429,Felix Coleman,male,29,"fun-loving,ambitious,optimistic,energetic",nurse," Winter coats ",Watcher;Poster
7430,Harper Collins,male,53,"compassionate,caring,practical,patient",teacher," Winter coats ",Poster
7431,Gabriel Coffey,male,54,"fun-loving,practical,patient,independent",doctor," Winter coats ",Watcher;Poster
7432,Aaron Barker,female,61,"caring",photographer," Tennis rackets ,Gardening tools ",Watcher;Explorer
7433,Taylor Albert,female,37,"independent,creative,patient,empathetic,compassionate",artist," Yoga mat ,Portable speaker ",Watcher;Critic;Poster
7434,Felix Boyd,male,50,"independent,caring,logical,compassionate",entrepreneur," Winter coats ",Watcher;Critic;Chatter;Poster
7435,Jasmine Fowler,male,34,"ambitious,logical,compassionate,practical",engineer," Yoga mat ,Portable speaker ",Critic;Chatter;Poster
7436,Willow Ewing,female,56,"adventurous,compassionate,caring,energetic,patient",doctor," Fishing rod ,Golf clubs ,Hiking boots ",Watcher;Explorer;Chatter
7437,Noah Fraser,male,30,"adventurous,logical,ambitious,creative",engineer," Compass ,Camping stoves ,Seat covers ",Explorer
7438,Gabriel Olson,male,48,"fun-loving,adventurous,ambitious,logical",farmer," Compass ,Fishing rod ,Hiking boots ",Watcher;Explorer
7439,Lucy Clay,female,52,"compassionate,caring,practical,energetic",photographer," Tennis rackets ,Gardening tools ,Travel guides ",Watcher;Explorer;Poster
7440,Fiona Fowler,female,49,"caring,practical,empathetic",retired," Sewing ,Origami ,Knitting ",Watcher
7441,Lucy Carey,male,67,"fun-loving,energetic,patient,compassionate",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Chatter
7442,Elizabeth Gibson,male,36,"outgoing,independent,energetic,empathetic",scientist," Astronomy ,Brewing ",Watcher
7443,Aaron Underwood,female,32,"creative,ambitious,patient",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Watcher;Poster
7444,Hazel Darling,female,40,"compassionate",farmer," Kids ",Watcher;Explorer
7445,Gabriel Conley,male,41,"caring,ambitious,patient",doctor," Rideable Animals ,Polearms ",Poster
7446,Wesley Berry,female,53,"fun-loving,creative,optimistic,compassionate,caring",musician," comic books ,Plush items ",Watcher;Poster
7447,Addison Kennedy,female,36,"outgoing,creative,compassionate,practical",retired," Soap Making ",Watcher;Chatter;Poster
7448,Ryan Davidson,female,43,"independent,practical,ambitious,energetic",designer," Anime ,Human Prisms ",Watcher;Explorer
7449,Thomas Brady,male,58,"fun-loving,creative,energetic,patient",musician," Dramatic Structure ,Wheel throwing ",Watcher;Chatter;Poster
7450,Xavier Conley,male,65,"compassionate",nurse," Fossils ",Explorer;Critic
7451,Jonah Alexander,male,46,"independent,practical,ambitious,compassionate",photographer," Fruitarianism ,Toy Collecting ",Poster
7452,Kyle Dalton,female,47,"fun-loving",photographer," Beachcombing ",Poster
7453,Olivia Barker,female,46,"compassionate,caring,ambitious,patient",musician," Stone Skipping ,Cosplay ",Explorer;Critic
7454,Elizabeth Collins,female,68,"caring,practical,empathetic",artist," Beard care ,Soap Making ,Sentai ",Explorer;Critic;Chatter;Poster
7455,William Johnson,female,70,"independent,compassionate,caring,ambitious",nurse," Antiquities ",Watcher;Critic
7456,Isabella Richardson,male,32,"fun-loving,creative,compassionate",actor," Ziplining ,Smelting ",Watcher;Explorer
7457,Willow Brock,male,38,"independent,fun-loving,energetic,patient",photographer," Color Guard ,Auto audiophilia ",Explorer;Chatter
7458,Raymond Brown,male,58,"independent,compassionate,caring,ambitious",nurse," Hunting ,Musical Shoots ",Watcher;Explorer
7459,Brooklyn Cody,male,49,"independent,compassionate,caring",musician," Adventure hobbies ",Watcher;Critic
7460,Wesley Anderson,male,34,"adventurous,friendly,energetic,empathetic",student," Photography ,Collecting Artwork ",Watcher;Explorer;Chatter;Poster
7461,Felix Morgan,male,31,"fun-loving,creative,practical,patient,empathetic",photographer," Hiking ,Sketching ,Ice cream making ",Critic;Chatter;Poster
7462,Ian Blanks,female,48,"adventurous,friendly,energetic,patient",writer," Dancing ,Baking ",Watcher;Explorer
7463,Kyle Fitzpatrick,male,33,"compassionate,ambitious,independent,fun-loving,energetic",actor," Music ,Board Games ",Chatter
7464,Owen Conner,female,60,"compassionate,caring",scientist," Gardening ",Watcher
7465,Georgia Simmons,male,31,"independent,compassionate",farmer," Children's toys ,DIY projects ",Watcher;Critic
7466,Evan Fitzpatrick,male,61,"fun-loving,patient,optimistic,ambitious,compassionate",engineer," Cooking ,Woodworking ",Watcher;Critic;Chatter
7467,Natalie Deleon,male,52,"adventurous,friendly,energetic,patient,empathetic",writer," Scrapbooking ",Watcher;Explorer
7468,Lucas Allen,male,34,"independent,compassionate",farmer," Video games ",Watcher;Chatter
7469,Thomas Farmer,female,38,"compassionate,caring,ambitious,optimistic",retired," Knitting ,Quilting ",Critic
7470,Kevin Brady,male,32,"compassionate,caring,ambitious,optimistic",scientist," Pottery ,Birdwatching ",Poster
7471,Emma Edwards,male,39,"independent,compassionate",artist," Calligraphy ,Knitting ",Poster
7472,William Morgan,male,37,"adventurous,friendly,energetic,patient,empathetic",farmer," Golf ",Watcher;Critic;Chatter
7473,Taylor Morgan,female,56,"compassionate,ambitious,independent,fun-loving,energetic",farmer," Scrapbooking ,Yoga ",Critic;Chatter;Poster
7474,Ian Roberts,female,55,"adventurous,friendly,energetic,patient,empathetic",teacher," Gardening ",Critic;Poster
7475,Felix Donahue,male,39,"fun-loving,patient,optimistic,ambitious,compassionate",musician," Painting ,DIY crafts ",Chatter
7476,Faith Walker,male,70,"compassionate,caring,ambitious,optimistic",scientist," Scrapbooking ",Watcher
7477,Willow Bernard,female,31,"adventurous,friendly,energetic,patient,empathetic",nurse," Hiking ,Calligraphy ",Explorer;Chatter
7478,Jack Adams,female,36,"compassionate,caring,ambitious,optimistic",teacher," Writing poetry ,Wine tasting ,Charity work ",Watcher;Explorer;Critic;Poster
7479,Kaitlyn Allen,female,28,"adventurous,friendly,energetic,patient,empathetic",designer," Thrift shopping ",Watcher;Explorer;Chatter;Poster
7480,Oliver Lee,male,56,"creative,practical,patient,empathetic",artist," Drawing ,Sculpture ",Watcher;Poster
7481,Nora Chase,female,60,"compassionate,caring,ambitious,optimistic",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Watcher;Explorer
7482,Alexander Albert,male,41,"communicative,curious,optimistic",farmer," Kids ",Chatter
7483,Zachary Simmons,female,40,"communicative,curious,optimistic",lawyer," Fishing reels ,Crafting ",Chatter
7484,Hazel Morgan,male,50,"independent,compassionate",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Watcher;Chatter
7485,Isabella Foster,male,46,"communicative,curious,optimistic",photographer," Drawing ,Sculpture ,Board games ",Chatter
7486,Harper Durham,female,42,"compassionate,caring,ambitious,optimistic",lawyer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Critic;Poster
7487,Eleanor Dean,male,49,"independent,creative,patient,empathetic",entrepreneur," Fishing reels ",Watcher;Poster
7488,Sadie Blevins,female,67,"compassionate,caring",nurse," Scrapbooking ,Hiking ",Watcher;Poster
7489,Chloe Conner,male,46,"independent,creative,patient,empathetic",student," Kids ,Video gaming ",Critic;Chatter;Poster
7490,Nora Berry,male,39,"independent,compassionate",engineer," Keyboards ,Non-fiction ",Critic;Poster
7491,Wesley Roberts,female,46,"fun-loving,creative,practical,energetic,patient",actor," Musical instruments ,Creative writing ",Poster
7492,Grace Bauer,male,62,"caring",doctor," E-Reader ,Sky Diving equipment ",Poster
7493,Owen Deleon,female,22,"fun-loving,creative,practical,energetic,patient",designer," Home automation ,Disc golf ",Watcher;Chatter;Poster
7494,Jonah Clarke,female,43,"fun-loving,creative,practical,energetic,patient",student," Board games ,Rock climbing ",Watcher;Chatter
7495,Blake Buck,male,27,"communicative,curious,optimistic",farmer," Kids ,Video gaming ",Chatter;Poster
7496,Oliver Coleman,male,37,"independent,creative,patient,empathetic",lawyer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Watcher
7497,Sophia Parker,female,51,"independent,creative,patient,empathetic",entrepreneur," Fishing reels ",Watcher;Poster
7498,Isaac Roberts,male,34,"fun-loving,creative,practical,energetic,patient",designer," Video gaming ,Kite flying ",Watcher;Explorer
7499,Owen Brown,male,30,"communicative,curious,optimistic",musician," Musical instruments ,Creative writing ",Critic;Chatter
7500,Alexander Evans,female,50,"independent,compassionate,patient,energetic",farmer," Gardening ,Pottery ,Fishing ,Tablets",Watcher;Chatter
7501,Sarah Duncan,female,28,"fun-loving,compassionate,practical,empathetic,patient",entrepreneur," Cross-Stitch ,Musical Instruments ,Photography ,Outdoor ",Watcher;Explorer;Chatter;Poster
7502,Madison Mitchell,female,37,"fun-loving,independent,practical,adventurous",writer," Music ,Fishing ,Skincare ,Outdoor ",Explorer;Critic
7503,Caleb Blanks,female,67,"independent,compassionate,caring",actor," Skincare ,Cooking ,Coffee machines ",Watcher;Critic
7504,Ella Edwards,female,68,"ambitious,practical,caring",student," Action Figures ,Puzzles ,Beer brewing ,Fitness",Watcher;Critic
7505,Theodore Ewing,male,58,"fun-loving,adventurous",writer," Hiking ,Beer brewing ,Photography ,Reading",Watcher
7506,Elijah Roberts,male,59,"fun-loving,compassionate,adventurous,practical",farmer," Kids ,Table tennis ,Action Figures ,Computers",Explorer;Critic;Poster
7507,Rachel Watson,male,50,"independent,practical,compassionate,patient",engineer," Board games ,Outdoor ,Skin care ,Kitchen Appliances",Explorer;Poster
7508,Elijah Brock,female,35,"fun-loving,compassionate,patient,adventurous,energetic",writer," Gardening ,Musical instruments ,Beer brewing ,Outdoor ",Watcher;Critic
7509,Finn Turner,male,31,"fun-loving,adventurous,ambitious,energetic",scientist," Electronics ,Fitness ,Skin care ,Musical Instruments",Watcher;Chatter
7510,Sadie Evans,female,30,"adventurous,compassionate,caring",entrepreneur," Camping stoves ,Fishing ,Coffee machines ,Gardening",Watcher;Critic
7511,Katherine Byrd,male,50,"patient,adventurous",entrepreneur," Musical Instruments ,Fitness ,Board games ,Action Figures",Chatter;Poster
7512,Owen Gonzalez,male,58,"fun-loving,adventurous,practical,energetic,patient",lawyer," Beer brewing ,Fishing ,Skincare ,Gardening",Watcher;Explorer;Critic
7513,Sadie Albert,female,40,"compassionate,caring,ambitious,optimistic",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances",Poster
7514,David Cochran,female,52,"fun-loving,creative,adventurous,compassionate,energetic",writer," Action Figures ,Knitting ,Outdoor ,Gardening",Watcher;Explorer
7515,Hannah Gray,female,54,"ambitious,compassionate",actor," Gardening ,Musical Instruments ,Skincare ,Fishing",Watcher
7516,Matthew Fowler,male,59,"fun-loving,independent,adventurous,practical",retired," Gardening ,Cooking ,Outdoor ,Photography",Explorer
7517,Bennett Walker,male,65,"independent,compassionate,practical,energetic",actor," Fitness ,Musical Instruments ,Action Figures ,Gardening",Watcher;Explorer;Chatter;Poster
7518,Luke Alexander,male,35,"independent,adventurous,practical",farmer," Outdoor ,Fishing ,Musical Instruments ,Gardening",Watcher;Explorer
7519,Theodore Ferguson,female,58,"compassionate,caring",retired," Reading ,Gardening ,Musical Instruments ,Skincare",Poster
7520,Daisy Bowen,male,38,"independent,compassionate,creative,patient,empathetic,fun-loving",lawyer," Golf balls ,Musical Instruments ",Poster
7521,Brooklyn Olson,male,32,"enthusiastic,energetic,optimistic,empathetic",nurse," Musical Instruments ,Grilling ",Watcher;Critic
7522,Emma Conner,male,47,"fun-loving,patient,compassionate,independent,creative",engineer,"_Soap/Massage Bars/Hot Water Bottles,Musical Instruments,Stools & Chairs,Golfing ",Explorer;Chatter;Poster
7523,Timothy Grant,male,26,"compassionate,caring,ambitious,optimistic,energetic",teacher," Rocking chairs ,Balloons ,Skateboards ",Watcher;Critic
7524,Hannah Diaz,male,43,"compassionate,caring,ambitious,optimistic",actor," Vaccines ,Carry On Luggage ",Watcher
7525,Andrew Farmer,male,57,"ambitious,patient,energetic",retired,"Strings ,Grilling ,musical  ",Watcher;Explorer;Critic;Chatter
7526,Lucas Powell,female,43,"compassionate,caring,ambitious,optimistic,enthusiastic",actor,"Hockey/Skates ,Musical ",Watcher;Critic;Chatter
7527,Taylor Barber,male,38," fun-loving,energetic,ambitious",nurse," Gardening tools ",Watcher
7528,Christopher Bauer,female,47,"fun-loving,independent,compassionate",engineer," Jewelry ,Robes/Loungewear ",Watcher;Chatter
7529,Michael Flores,male,51,"fun-loving,patient,creative,optimistic",entrepreneur," Scarves ,Painting tools ",Watcher
7530,Patrick English,male,41,"independent,fun-loving,energetic,optimistic",lawyer," Nail Polish ,Mixing ",Critic;Poster
7531,Hannah Morgan,male,51,"independent,compassionate,fun-loving",farmer," Painting desk lights ,Stuffed toys ",Chatter;Poster
7532,Katherine Bass,male,48,"fun-loving,patient,energetic,compassionate,caring",engineer," Fishing gear ,Sweeteners ",Poster
7533,Emma Byrd,male,36,"compassionate,caring,energetic,optimistic,enthusiastic",teacher," Grains ,Extension cords ",Explorer;Critic
7534,Zoe Friedman,male,42,"energetic,patient,ambitious,empathetic,enthusiastic",nurse,"Sinks and Taps ,DIY tools ",Explorer;Poster
7535,Finnegan Duncan,male,38,"caring,ambitious,compassionate",nurse," Kitchen Gadgets ,TV ",Watcher;Poster
7536,Kaitlyn Fowler,female,53,"fun-loving,patient,optimistic,energetic,compassionate",designer," Small Music accessories ,Paint brushes ",Critic;Poster
7537,Ryan Underwood,female,31,"independent,energetic,patient,compassionate",farmer,"Everlasting Flowers ,Ink ",Explorer;Chatter;Poster
7538,Charlotte Berg,male,47,"fun-loving,patient,energetic,ambitious",nurse,"Vacuum cleaners ,Skincare gadgets ",Watcher;Explorer; Chatter
7539,Xavier Eaton,female,51,"creative,patient,compassionate,empathetic,enthusiastic",entrepreneur,"Helmets,furniture",Explorer;Critic
7540,Madison Diaz,male,46,"compassionate,practical,energetic",photographer," Hiking boots ,board games ,Camping stoves ,binoculars ",Explorer;Chatter;
